"sport","threshold_percent","qualifying_hedges","trade_count","total_pnl","pnl_per_hedge","return_on_stake","max_drawdown"
"ucl_2026","37","15","60","9.452177","0.630145","0.006301","0.00245"
"ucl_2026","38","15","60","9.452177","0.630145","0.006301","0.00245"
"ucl_2026","39","15","60","9.452177","0.630145","0.006301","0.00245"
"ucl_2026","40","15","60","9.452177","0.630145","0.006301","0.00245"
"ucl_2026","41","15","60","9.452177","0.630145","0.006301","0.00245"
"ucl_2026","42","15","60","9.452177","0.630145","0.006301","0.00245"
"ucl_2026","43","14","56","4.599236","0.328517","0.003285","0.00245"
"ucl_2026","44","14","56","4.599236","0.328517","0.003285","0.00245"
"ucl_2026","45","14","56","4.599236","0.328517","0.003285","0.00245"
"ucl_2026","46","13","52","4.649236","0.357634","0.003576","0.00245"
"ucl_2026","47","13","52","4.649236","0.357634","0.003576","0.00245"
"ucl_2026","48","13","52","4.649236","0.357634","0.003576","0.00245"
"ucl_2026","49","13","52","4.649236","0.357634","0.003576","0.00245"
"ucl_2026","50","13","52","4.649236","0.357634","0.003576","0.00245"
"ucl_2026","51","13","52","4.649236","0.357634","0.003576","0.00245"
"ucl_2026","52","13","52","4.649236","0.357634","0.003576","0.00245"
"ucl_2026","53","13","52","4.649236","0.357634","0.003576","0.00245"
"ucl_2026","54","13","52","4.649236","0.357634","0.003576","0.00245"
"ucl_2026","55","13","52","4.649236","0.357634","0.003576","0.00245"
"ucl_2026","56","12","48","4.635723","0.386310","0.003863","0.00245"
"ucl_2026","57","12","48","4.635723","0.386310","0.003863","0.00245"
"ucl_2026","58","12","48","4.635723","0.386310","0.003863","0.00245"
"ucl_2026","59","11","44","4.685723","0.425975","0.004260","0.00245"
"ucl_2026","60","11","44","4.685723","0.425975","0.004260","0.00245"
"ucl_2026","61","11","44","4.685723","0.425975","0.004260","0.00245"
"ucl_2026","62","11","44","4.685723","0.425975","0.004260","0.00245"
"ucl_2026","63","11","44","4.685723","0.425975","0.004260","0.00245"
"ucl_2026","64","9","36","5.71525","0.635028","0.006350","0.002032"
"ucl_2026","65","9","36","5.71525","0.635028","0.006350","0.002032"
"ucl_2026","66","9","36","5.71525","0.635028","0.006350","0.002032"
"ucl_2026","67","7","28","3.023521","0.431932","0.004319","0.002032"
"ucl_2026","68","7","28","3.023521","0.431932","0.004319","0.002032"
"ucl_2026","69","7","28","3.023521","0.431932","0.004319","0.002032"
"ucl_2026","70","7","28","3.023521","0.431932","0.004319","0.002032"
"ucl_2026","71","6","24","3.384514","0.564086","0.005641","0.001893"
"ucl_2026","72","6","24","3.384514","0.564086","0.005641","0.001893"
"ucl_2026","73","4","16","-0.375831","-0.093958","-0.000940","0.001896"
"ucl_2026","74","4","16","-0.375831","-0.093958","-0.000940","0.001896"
"ucl_2026","75","3","12","-0.325831","-0.108610","-0.001086","0.001877"
"ucl_2026","76","3","12","-0.325831","-0.108610","-0.001086","0.001877"
"ucl_2026","77","3","12","-0.325831","-0.108610","-0.001086","0.001877"
"ucl_2026","78","3","12","-0.325831","-0.108610","-0.001086","0.001877"
"ucl_2026","79","3","12","-0.325831","-0.108610","-0.001086","0.001877"
"ucl_2026","80","3","12","-0.325831","-0.108610","-0.001086","0.001877"
"ucl_2026","81","3","12","-0.325831","-0.108610","-0.001086","0.001877"
"ucl_2026","82","3","12","-0.325831","-0.108610","-0.001086","0.001877"
"ucl_2026","83","3","12","-0.325831","-0.108610","-0.001086","0.001877"
"ucl_2026","84","3","12","-0.325831","-0.108610","-0.001086","0.001877"
"ucl_2026","85","2","8","-1.182974","-0.591487","-0.005915","0.001877"
"ucl_2026","86","2","8","-1.182974","-0.591487","-0.005915","0.001877"
"ucl_2026","87","2","8","-1.182974","-0.591487","-0.005915","0.001877"
"ucl_2026","88","2","8","-1.182974","-0.591487","-0.005915","0.001877"
"ucl_2026","89","0","0","0","","","0"
"ucl_2026","90","0","0","0","","","0"
"ucl_2026","91","0","0","0","","","0"
"ucl_2026","92","0","0","0","","","0"
"ucl_2026","93","0","0","0","","","0"
"ucl_2026","94","0","0","0","","","0"
"ucl_2026","95","0","0","0","","","0"
"ucl_2026","96","0","0","0","","","0"
"ucl_2026","97","0","0","0","","","0"
"ucl_2026","98","0","0","0","","","0"
"ucl_2026","99","0","0","0","","","0"
"ucl_2026","100","0","0","0","","","0"
"wimbledon_2026","0","42","168","10.419928","0.248094","0.002481","0.00097"
"wimbledon_2026","1","42","168","10.419928","0.248094","0.002481","0.00097"
"wimbledon_2026","2","42","168","10.419928","0.248094","0.002481","0.00097"
"wimbledon_2026","3","42","168","10.419928","0.248094","0.002481","0.00097"
"wimbledon_2026","4","41","164","10.469928","0.255364","0.002554","0.00097"
"wimbledon_2026","5","41","164","10.469928","0.255364","0.002554","0.00097"
"wimbledon_2026","6","41","164","10.469928","0.255364","0.002554","0.00097"
"wimbledon_2026","7","41","164","10.469928","0.255364","0.002554","0.00097"
"wimbledon_2026","8","41","164","10.469928","0.255364","0.002554","0.00097"
"wimbledon_2026","9","41","164","10.469928","0.255364","0.002554","0.00097"
"wimbledon_2026","10","41","164","10.469928","0.255364","0.002554","0.00097"
"wimbledon_2026","11","41","164","10.469928","0.255364","0.002554","0.00097"
"wimbledon_2026","12","40","160","10.519928","0.262998","0.002630","0.00097"
"wimbledon_2026","13","40","160","10.519928","0.262998","0.002630","0.00097"
"wimbledon_2026","14","39","156","10.569928","0.271024","0.002710","0.000958"
"wimbledon_2026","15","39","156","10.569928","0.271024","0.002710","0.000958"
"wimbledon_2026","16","39","156","10.569928","0.271024","0.002710","0.000958"
"wimbledon_2026","17","39","156","10.569928","0.271024","0.002710","0.000958"
"wimbledon_2026","18","38","152","10.619928","0.279472","0.002795","0.000946"
"wimbledon_2026","19","38","152","10.619928","0.279472","0.002795","0.000946"
"wimbledon_2026","20","38","152","10.619928","0.279472","0.002795","0.000946"
"wimbledon_2026","21","37","148","10.619928","0.287025","0.002870","0.000946"
"wimbledon_2026","22","37","148","10.619928","0.287025","0.002870","0.000946"
"wimbledon_2026","23","37","148","10.619928","0.287025","0.002870","0.000946"
"wimbledon_2026","24","36","144","6.323119","0.175642","0.001756","0.000947"
"wimbledon_2026","25","36","144","6.323119","0.175642","0.001756","0.000947"
"wimbledon_2026","26","36","144","6.323119","0.175642","0.001756","0.000947"
"wimbledon_2026","27","36","144","6.323119","0.175642","0.001756","0.000947"
"wimbledon_2026","28","34","136","6.423119","0.188915","0.001889","0.000947"
"wimbledon_2026","29","34","136","6.423119","0.188915","0.001889","0.000947"
"wimbledon_2026","30","34","136","6.423119","0.188915","0.001889","0.000947"
"wimbledon_2026","31","33","132","6.473119","0.196155","0.001962","0.000947"
"wimbledon_2026","32","32","128","4.996135","0.156129","0.001561","0.000959"
"wimbledon_2026","33","32","128","4.996135","0.156129","0.001561","0.000959"
"wimbledon_2026","34","31","124","5.046135","0.162779","0.001628","0.000959"
"wimbledon_2026","35","30","120","4.912077","0.163736","0.001637","0.000959"
"wimbledon_2026","36","29","116","5.739542","0.197915","0.001979","0.000959"
"wimbledon_2026","37","29","116","5.739542","0.197915","0.001979","0.000959"
"wimbledon_2026","38","28","112","5.572875","0.199031","0.001990","0.000959"
"wimbledon_2026","39","28","112","5.572875","0.199031","0.001990","0.000959"
"wimbledon_2026","40","27","108","5.622875","0.208255","0.002083","0.000959"
"wimbledon_2026","41","25","100","5.201888","0.208076","0.002081","0.000959"
"wimbledon_2026","42","24","96","5.435623","0.226484","0.002265","0.000959"
"wimbledon_2026","43","24","96","5.435623","0.226484","0.002265","0.000959"
"wimbledon_2026","44","24","96","5.435623","0.226484","0.002265","0.000959"
"wimbledon_2026","45","24","96","5.435623","0.226484","0.002265","0.000959"
"wimbledon_2026","46","23","92","6.257051","0.272046","0.002720","0.000764"
"wimbledon_2026","47","23","92","6.257051","0.272046","0.002720","0.000764"
"wimbledon_2026","48","23","92","6.257051","0.272046","0.002720","0.000764"
"wimbledon_2026","49","22","88","6.407567","0.291253","0.002913","0.000764"
"wimbledon_2026","50","21","84","6.204536","0.295454","0.002955","0.000764"
"wimbledon_2026","51","20","80","6.254536","0.312727","0.003127","0.000764"
"wimbledon_2026","52","19","76","6.354536","0.334449","0.003344","0.000764"
"wimbledon_2026","53","19","76","6.354536","0.334449","0.003344","0.000764"
"wimbledon_2026","54","19","76","6.354536","0.334449","0.003344","0.000764"
"wimbledon_2026","55","18","72","6.404536","0.355808","0.003558","0.000752"
"wimbledon_2026","56","18","72","6.404536","0.355808","0.003558","0.000752"
"wimbledon_2026","57","18","72","6.404536","0.355808","0.003558","0.000752"
"wimbledon_2026","58","18","72","6.404536","0.355808","0.003558","0.000752"
"wimbledon_2026","59","17","68","6.454536","0.379679","0.003797","0.000752"
"wimbledon_2026","60","15","60","-0.363531","-0.024235","-0.000242","0.000754"
"wimbledon_2026","61","14","56","-1.078407","-0.077029","-0.000770","0.000754"
"wimbledon_2026","62","14","56","-1.078407","-0.077029","-0.000770","0.000754"
"wimbledon_2026","63","13","52","-1.028407","-0.079108","-0.000791","0.000754"
"wimbledon_2026","64","13","52","-1.028407","-0.079108","-0.000791","0.000754"
"wimbledon_2026","65","12","48","-0.978407","-0.081534","-0.000815","0.000754"
"wimbledon_2026","66","11","44","-0.928407","-0.084401","-0.000844","0.000754"
"wimbledon_2026","67","10","40","-0.954723","-0.095472","-0.000955","0.000754"
"wimbledon_2026","68","10","40","-0.954723","-0.095472","-0.000955","0.000754"
"wimbledon_2026","69","9","36","-0.904723","-0.100525","-0.001005","0.000742"
"wimbledon_2026","70","8","32","-0.710838","-0.088855","-0.000889","0.000742"
"wimbledon_2026","71","8","32","-0.710838","-0.088855","-0.000889","0.000742"
"wimbledon_2026","72","8","32","-0.710838","-0.088855","-0.000889","0.000742"
"wimbledon_2026","73","6","24","-2.084976","-0.347496","-0.003475","0.000754"
"wimbledon_2026","74","6","24","-2.084976","-0.347496","-0.003475","0.000754"
"wimbledon_2026","75","6","24","-2.084976","-0.347496","-0.003475","0.000754"
"wimbledon_2026","76","6","24","-2.084976","-0.347496","-0.003475","0.000754"
"wimbledon_2026","77","5","20","-2.034976","-0.406995","-0.004070","0.000742"
"wimbledon_2026","78","5","20","-2.034976","-0.406995","-0.004070","0.000742"
"wimbledon_2026","79","5","20","-2.034976","-0.406995","-0.004070","0.000742"
"wimbledon_2026","80","4","16","-2.790636","-0.697659","-0.006977","0.000742"
"wimbledon_2026","81","4","16","-2.790636","-0.697659","-0.006977","0.000742"
"wimbledon_2026","82","4","16","-2.790636","-0.697659","-0.006977","0.000742"
"wimbledon_2026","83","3","12","-0.048212","-0.016071","-0.000161","0.00016"
"wimbledon_2026","84","3","12","-0.048212","-0.016071","-0.000161","0.00016"
"wimbledon_2026","85","3","12","-0.048212","-0.016071","-0.000161","0.00016"
"wimbledon_2026","86","3","12","-0.048212","-0.016071","-0.000161","0.00016"
"wimbledon_2026","87","2","8","0.326355","0.163177","0.001632","0.00016"
"wimbledon_2026","88","2","8","0.326355","0.163177","0.001632","0.00016"
"wimbledon_2026","89","1","4","-0.672798","-0.672798","-0.006728","0.00016"
"wimbledon_2026","90","1","4","-0.672798","-0.672798","-0.006728","0.00016"
"wimbledon_2026","91","1","4","-0.672798","-0.672798","-0.006728","0.00016"
"wimbledon_2026","92","1","4","-0.672798","-0.672798","-0.006728","0.00016"
"wimbledon_2026","93","1","4","-0.672798","-0.672798","-0.006728","0.00016"
"wimbledon_2026","94","1","4","-0.672798","-0.672798","-0.006728","0.00016"
"wimbledon_2026","95","1","4","-0.672798","-0.672798","-0.006728","0.00016"
"wimbledon_2026","96","1","4","-0.672798","-0.672798","-0.006728","0.00016"
"wimbledon_2026","97","0","0","0","","","0"
"wimbledon_2026","98","0","0","0","","","0"
"wimbledon_2026","99","0","0","0","","","0"
"wimbledon_2026","100","0","0","0","","","0"
